Program Time [s],Device ID,Accelerometer X Axis,Accelerometer Y axis,Accelerometer Z Axis,Gyroscope X Axis,Gyroscope Y Axis,Gyroscope Z Axis,Magnetometer X Axis,Magnetometer Y Axis,Magnetometer Z Axis,Not Used currently,Not Used currently,Not Used currently
2892.02,0,-1373,-1855,3687,-462,3252,-9835,-32440,32241,-32147,0,0,0
2892.05,0,-1181,-1379,3468,-942,788,-7568,-32438,32281,-32158,0,0,0
2892.05,0,-372,-1200,3653,-774,-866,-5558,-32448,32316,-32164,0,0,0
2892.08,0,26,87,4489,-22,-492,-5334,-32466,32344,-32163,0,0,0
2892.08,0,764,298,4573,285,-515,-4649,-32485,32364,-32160,0,0,0
2892.11,0,1149,228,5108,8,396,-3621,-32497,32377,-32161,0,0,0
2892.11,0,1305,8,4597,-178,-408,-2236,-32504,32393,-32162,0,0,0
2892.14,0,1284,-77,4258,-868,-910,-376,-32514,32401,-32161,0,0,0
2892.14,0,1207,-110,4094,-1649,-1240,1368,-32520,32411,-32159,0,0,0
2892.17,0,1197,-323,4214,-2008,-993,3091,-32523,32417,-32162,0,0,0
2892.17,0,1007,-233,4199,-2235,-236,4576,-32522,32424,-32165,0,0,0
2892.2,0,674,-380,4166,-1714,545,5448,-32512,32423,-32167,0,0,0
2892.2,0,497,-398,3898,-995,1277,6170,-32492,32419,-32178,0,0,0
2892.23,0,222,-613,3909,-361,986,7114,-32466,32403,-32187,0,0,0
2892.23,0,175,-806,4056,68,565,8167,-32441,32380,-32188,0,0,0
2892.26,0,110,-731,4269,101,137,9541,-32417,32351,-32191,0,0,0
2892.26,0,1338,-525,4981,17,748,11757,-32393,32312,-32190,0,0,0
2892.29,0,677,-1312,5745,924,1260,14666,-32363,32264,-32194,0,0,0
2892.29,0,205,-1802,6168,2417,939,16346,-32328,32197,-32194,0,0,0
2892.32,0,98,-2245,5592,4458,1310,18669,-32295,32108,-32194,0,0,0
2892.32,0,-456,-1896,4322,4568,3698,21184,-32265,31992,-32196,0,0,0
2892.35,0,-799,-1036,3711,3226,3987,24598,-32227,31864,-32209,0,0,0
2892.36,0,-830,491,2810,2541,2246,27692,-32202,31721,-32227,0,0,0
2892.38,0,-643,202,3182,2278,489,30102,-32207,31568,-32235,0,0,0
2892.39,0,-494,498,2298,-425,74,32556,-32244,31414,-32241,0,0,0
2892.41,0,-34,637,1772,-4582,-1516,32764,-32312,31273,-32239,0,0,0
2892.42,0,758,797,2002,-6019,-3995,32764,-32413,31163,-32221,0,0,0
2892.44,0,2062,1466,3571,-6124,-2602,32764,-32549,31084,-32190,0,0,0
2892.45,0,2090,422,3879,-4686,-2862,32764,-32688,31028,-32161,0,0,0
2892.47,0,431,243,4367,-4773,-2615,31977,32708,30995,-32139,0,0,0
2892.48,0,-1759,752,6767,3842,2394,29084,32592,30973,-32124,0,0,0
2892.5,0,-70,-576,1123,-2014,293,23694,32495,30931,-32132,0,0,0
2892.51,0,-465,-1723,2457,-6302,4614,21409,32403,30939,-32125,0,0,0
2892.53,0,2049,-3544,1845,-6139,3519,13546,32355,30979,-32105,0,0,0
2892.54,0,412,-3140,3960,-4101,4188,10298,32330,31028,-32084,0,0,0
2892.56,0,149,-3283,5112,907,4858,9168,32329,31057,-32070,0,0,0
2892.57,0,-363,-2697,4597,4256,2870,5240,32334,31050,-32072,0,0,0
2892.59,0,-468,-1137,4679,6498,1895,2545,32337,31021,-32086,0,0,0
2892.6,0,-856,546,4430,5544,837,1101,32340,30973,-32106,0,0,0
2892.62,0,-746,973,4652,3595,-786,126,32343,30934,-32126,0,0,0
2892.63,0,-722,903,4443,1683,-2392,-360,32338,30908,-32142,0,0,0
2892.65,0,-611,452,4536,377,-3417,-1011,32322,30898,-32147,0,0,0
2892.66,0,-916,392,4582,274,-4080,-1917,32302,30894,-32147,0,0,0
2892.68,0,-758,547,4099,-79,-5150,-2556,32283,30893,-32152,0,0,0
2892.69,0,-98,118,4094,-143,-5346,-3384,32257,30891,-32151,0,0,0
2892.71,0,-213,-98,4173,176,-5076,-4086,32233,30893,-32154,0,0,0
2892.72,0,216,-505,4284,392,-5052,-5299,32214,30891,-32158,0,0,0
2892.74,0,548,-496,4341,821,-5518,-7255,32201,30884,-32160,0,0,0
2892.75,0,1216,-582,4796,586,-5708,-9776,32194,30873,-32168,0,0,0
2892.77,0,581,-612,5044,-134,-5636,-12776,32195,30865,-32173,0,0,0
2892.78,0,84,-369,5295,130,-5301,-16271,32211,30857,-32176,0,0,0
2892.8,0,152,232,4583,-527,-4474,-19453,32246,30847,-32180,0,0,0
2892.81,0,972,155,3709,-1720,-3583,-22566,32299,30843,-32178,0,0,0
2892.83,0,1788,153,3928,-3638,-2748,-26214,32373,30854,-32173,0,0,0
2892.84,0,992,116,4681,-2504,-1225,-26678,32463,30888,-32159,0,0,0
2892.86,0,1738,490,4217,-3174,-978,-29200,32565,30928,-32146,0,0,0
2892.87,0,2385,-84,3295,-2656,-7,-32478,32669,30986,-32133,0,0,0
2892.89,0,1285,2486,5404,-3264,-779,-30793,-32754,31065,-32128,0,0,0
2892.9,0,451,1836,3006,-5421,-1561,-30791,-32658,31159,-32119,0,0,0
2892.92,0,-810,2295,1206,-8313,-1926,-29982,-32586,31282,-32101,0,0,0
2892.93,0,645,1725,85,-9970,179,-28331,-32539,31436,-32082,0,0,0
2892.95,0,1683,241,707,-9060,4145,-27610,-32502,31601,-32075,0,0,0
2892.96,0,1974,-1942,2586,-4529,6441,-28041,-32457,31769,-32083,0,0,0
2892.98,0,655,-2172,4178,1641,7591,-27711,-32415,31907,-32105,0,0,0
2893.01,0,-1024,-1041,4969,4847,5039,-25358,-32378,32006,-32133,0,0,0
2893.01,0,-1501,-145,4747,4177,1693,-21440,-32368,32075,-32150,0,0,0
2893.04,0,-731,-295,5245,774,-962,-17670,-32382,32134,-32153,0,0,0
2893.04,0,363,-854,5293,-2962,-3490,-14122,-32418,32197,-32145,0,0,0
2893.07,0,1847,-995,5765,-3659,-4341,-11373,-32470,32270,-32139,0,0,0
2893.07,0,2430,-1489,5747,-1565,-3183,-9535,-32525,32339,-32132,0,0,0
2893.1,0,1893,-180,4444,-144,-2784,-8340,-32573,32381,-32128,0,0,0
2893.1,0,1394,230,4030,142,-2066,-6838,-32615,32410,-32117,0,0,0
2893.13,0,1271,507,3735,-352,-2150,-5248,-32648,32429,-32113,0,0,0
2893.13,0,1546,391,3872,-1287,-2630,-3504,-32678,32443,-32107,0,0,0
2893.16,0,2007,156,3916,-1812,-2297,-1700,-32708,32462,-32108,0,0,0
2893.16,0,1872,49,3790,-1916,-1901,-209,-32730,32482,-32108,0,0,0
2893.19,0,1715,-24,3965,-1991,-1133,1244,-32745,32499,-32109,0,0,0
2893.19,0,1624,-174,3970,-1859,-200,2590,-32750,32508,-32115,0,0,0
2893.22,0,1496,-345,3888,-1606,678,3667,-32744,32519,-32119,0,0,0
2893.22,0,1437,-371,4123,-983,735,4859,-32726,32522,-32129,0,0,0
2893.25,0,1315,-372,4366,-638,637,6154,-32703,32520,-32132,0,0,0
2893.25,0,1140,-631,4705,-168,712,7642,-32682,32508,-32136,0,0,0
2893.28,0,1238,-759,4927,404,1049,9496,-32652,32490,-32138,0,0,0
2893.28,0,1435,-825,5022,1098,1052,12041,-32615,32459,-32140,0,0,0
2893.31,0,772,-768,5196,1159,-311,15171,-32574,32415,-32141,0,0,0
2893.31,0,1990,-595,3083,-589,-2785,17553,-32532,32356,-32139,0,0,0
2893.34,0,-532,-1505,5135,2994,-2970,20984,-32508,32289,-32130,0,0,0
2893.34,0,871,-2692,4828,6581,-294,23675,-32485,32195,-32117,0,0,0
2893.37,0,1197,-2314,4001,9520,2627,23893,-32451,32061,-32106,0,0,0
2893.37,0,680,-1833,3316,10813,4488,25290,-32413,31902,-32107,0,0,0
2893.4,0,321,-314,3068,10573,6134,27754,-32378,31719,-32122,0,0,0
2893.4,0,-878,1960,2256,7395,5650,30507,-32356,31535,-32150,0,0,0
2893.43,0,-1760,2907,1788,2273,3029,32764,-32366,31357,-32183,0,0,0
2893.43,0,-1141,2754,2632,-1529,1138,32764,-32422,31213,-32197,0,0,0
2893.46,0,-944,690,3039,-2575,2046,32764,-32516,31099,-32196,0,0,0
2893.46,0,-567,342,3302,-2428,2469,32764,-32625,31012,-32193,0,0,0
2893.49,0,498,-278,3549,-552,4502,32764,-32743,30937,-32187,0,0,0
2893.49,0,-860,-321,3831,1349,6944,32764,32677,30874,-32192,0,0,0
2893.52,0,-394,-1753,4438,347,7629,32764,32564,30820,-32208,0,0,0
2893.52,0,2303,-4362,5621,329,4670,28859,32450,30789,-32213,0,0,0
2893.55,0,3900,-2719,4939,1592,4171,21277,32350,30780,-32218,0,0,0
2893.55,0,2131,-1335,4055,1714,4186,15066,32278,30773,-32224,0,0,0
2893.58,0,1023,-696,3782,1602,4248,10449,32235,30769,-32228,0,0,0
2893.58,0,525,-286,3827,1459,4423,7318,32213,30764,-32235,0,0,0
2893.61,0,-226,-136,4078,1064,3499,4416,32207,30764,-32236,0,0,0
2893.62,0,-748,152,4086,196,1233,2197,32209,30758,-32241,0,0,0
2893.64,0,-559,441,4208,-1464,-1559,-163,32206,30761,-32239,0,0,0
2893.65,0,283,606,4518,-3558,-4077,-3411,32198,30770,-32235,0,0,0
2893.67,0,814,636,4287,-5465,-4491,-6216,32188,30792,-32221,0,0,0
2893.68,0,781,143,4084,-7099,-4791,-8763,32187,30822,-32200,0,0,0
2893.7,0,521,-51,4212,-8111,-4239,-10905,32194,30867,-32175,0,0,0
2893.71,0,-71,-444,4522,-8500,-3649,-12238,32208,30917,-32144,0,0,0
2893.73,0,-418,-828,4815,-6851,-3074,-13069,32230,30972,-32113,0,0,0
2893.74,0,-198,-661,4649,-6607,-1978,-14080,32256,31019,-32089,0,0,0
2893.76,0,380,-1219,3836,-7311,-782,-15905,32291,31061,-32069,0,0,0
2893.77,0,703,-1412,3612,-9271,-274,-18085,32336,31116,-32045,0,0,0
2893.79,0,-604,-2652,6166,-5155,59,-19725,32389,31187,-32022,0,0,0
2893.8,0,-268,-2065,6404,-1246,816,-21377,32443,31239,-32007,0,0,0
2893.82,0,290,-1424,5391,3604,1418,-22105,32501,31262,-32003,0,0,0
2893.83,0,890,-924,5264,7764,1038,-23509,32565,31254,-32015,0,0,0
2893.85,0,436,-483,4350,6507,-906,-24712,32634,31227,-32035,0,0,0
2893.86,0,673,-180,2757,3100,-2637,-26346,32693,31215,-32048,0,0,0
2893.88,0,1276,480,2183,3323,-1051,-25590,32746,31237,-32055,0,0,0
2893.89,0,1797,353,2617,3701,688,-25289,-32734,31262,-32060,0,0,0
2893.91,0,1553,580,2264,2833,1620,-25936,-32669,31294,-32070,0,0,0
2893.92,0,1184,-25,2689,1596,1995,-27018,-32601,31341,-32082,0,0,0
2893.94,0,348,423,3270,1171,1891,-26515,-32535,31410,-32091,0,0,0
2893.95,0,-464,2250,3248,-421,191,-25263,-32480,31489,-32097,0,0,0
2893.97,0,-938,1254,2458,-5023,-2580,-22055,-32449,31582,-32098,0,0,0
2893.98,0,346,691,2755,-8467,-2907,-20256,-32448,31701,-32089,0,0,0
2894,0,587,-112,4411,-9527,-3006,-18176,-32470,31839,-32079,0,0,0
2894.01,0,64,-674,4897,-8472,-2426,-16574,-32501,31975,-32074,0,0,0
2894.03,0,181,-1330,4387,-7218,-1285,-14567,-32536,32098,-32074,0,0,0
2894.04,0,1445,-1633,4084,-6171,-490,-12972,-32569,32202,-32084,0,0,0
2894.06,0,1615,-1120,4450,-5009,-562,-11448,-32600,32288,-32093,0,0,0
2894.07,0,1596,-916,4204,-4220,-228,-10700,-32632,32361,-32101,0,0,0
2894.09,0,2345,-937,3886,-3124,-404,-9290,-32662,32423,-32112,0,0,0
2894.1,0,2068,-724,3859,-2229,343,-8173,-32691,32472,-32119,0,0,0
2894.12,0,1885,-730,4018,-1852,1215,-6532,-32714,32511,-32127,0,0,0
2894.13,0,2223,-837,4093,-2092,1627,-4483,-32726,32543,-32137,0,0,0
2894.15,0,2243,-1005,4353,-2124,1572,-2617,-32728,32570,-32149,0,0,0
2894.16,0,2143,-1248,4597,-873,1773,-1051,-32726,32591,-32160,0,0,0
2894.18,0,2031,-1209,4446,915,1691,339,-32716,32603,-32166,0,0,0
2894.19,0,1514,-774,4145,1326,1265,1513,-32702,32595,-32168,0,0,0
2894.21,0,844,-564,4384,825,566,3272,-32689,32581,-32166,0,0,0
2894.22,0,848,-697,4758,1178,132,5027,-32673,32565,-32165,0,0,0
2894.24,0,1060,-974,4907,1794,6,7287,-32656,32544,-32163,0,0,0
2894.27,0,1590,-1539,5530,2908,-547,10055,-32631,32511,-32158,0,0,0
2894.27,0,1690,-1694,5488,5007,-509,12996,-32603,32460,-32147,0,0,0
2894.3,0,1333,-1548,4441,6556,68,16169,-32569,32380,-32133,0,0,0
2894.3,0,1179,-829,3381,6680,1533,19758,-32531,32279,-32117,0,0,0
2894.33,0,708,-1266,3537,6294,2612,22564,-32481,32161,-32111,0,0,0
2894.33,0,573,-1065,3412,5786,3085,24504,-32431,32028,-32111,0,0,0
2894.36,0,136,-590,3274,5328,3232,27186,-32390,31891,-32120,0,0,0
2894.36,0,-36,-419,2940,4467,3114,29799,-32365,31742,-32129,0,0,0
2894.39,0,-776,-35,2648,3580,2728,32363,-32361,31588,-32145,0,0,0
2894.39,0,-1508,798,2409,3415,3582,32764,-32380,31435,-32157,0,0,0
2894.42,0,-2070,1741,2756,488,1733,32764,-32428,31277,-32174,0,0,0
2894.42,0,-855,1162,4009,141,2360,32764,-32515,31140,-32181,0,0,0
2894.45,0,-1405,2412,4962,-110,3553,32764,-32621,31026,-32187,0,0,0
2894.45,0,-1676,526,6832,736,3232,32764,-32747,30927,-32196,0,0,0
2894.48,0,-539,-1446,6956,4084,3124,32764,32634,30850,-32202,0,0,0
2894.48,0,871,-3558,5275,8062,4244,32764,32458,30780,-32224,0,0,0
2894.51,0,2553,-4120,3338,9327,6608,32764,32279,30725,-32259,0,0,0
2894.51,0,2548,-3532,2942,7305,7020,32764,32115,30695,-32302,0,0,0
2894.54,0,2000,-2569,2940,3524,5507,25735,31985,30700,-32329,0,0,0
2894.54,0,1495,-1395,2720,-833,3652,17385,31890,30731,-32337,0,0,0
2894.57,0,292,-777,3119,-5232,1905,9768,31827,30779,-32326,0,0,0
2894.57,0,-266,-301,3943,-7250,440,3854,31792,30837,-32299,0,0,0
2894.6,0,693,-413,4617,-7092,-236,-548,31777,30893,-32267,0,0,0
2894.6,0,1666,-486,4934,-6332,-952,-4595,31779,30937,-32243,0,0,0
2894.63,0,1444,-68,4665,-5744,-1329,-7100,31790,30969,-32217,0,0,0
2894.63,0,386,545,4474,-5889,-2137,-7557,31810,30990,-32199,0,0,0
2894.66,0,96,446,4223,-6121,-2552,-7580,31823,31014,-32184,0,0,0
2894.66,0,-118,87,4152,-5823,-2075,-7918,31832,31039,-32169,0,0,0
2894.69,0,-13,-218,4362,-4349,-1118,-8362,31845,31061,-32154,0,0,0
2894.69,0,-501,-170,4078,-3049,-196,-9066,31869,31073,-32142,0,0,0
2894.72,0,-278,-28,3598,-2572,1090,-9832,31899,31076,-32131,0,0,0
2894.72,0,280,-435,3699,-2934,2158,-11499,31940,31074,-32120,0,0,0
2894.75,0,2058,-628,4472,-3610,3338,-14351,31993,31076,-32106,0,0,0
2894.75,0,2337,-1379,4878,-4068,4792,-18134,32068,31079,-32090,0,0,0
2894.78,0,354,-3219,4812,-2589,5512,-22421,32166,31088,-32072,0,0,0
2894.78,0,1084,-1919,5528,85,3228,-28127,32278,31092,-32059,0,0,0
2894.81,0,284,-2411,4977,511,2662,-32747,32394,31092,-32058,0,0,0
2894.81,0,-3498,-1653,7457,9634,-986,-32500,32518,31097,-32062,0,0,0
2894.84,0,1170,-251,7515,17595,-1691,-32665,32623,31070,-32090,0,0,0
2894.84,0,433,2018,2359,14305,-5610,-32488,32725,30997,-32143,0,0,0
2894.87,0,547,3328,-1667,1058,-9425,-32764,-32728,30966,-32180,0,0,0
2894.87,0,1485,3288,-127,-8080,-10371,-31214,-32672,31034,-32166,0,0,0
2894.9,0,3014,1970,278,-9869,-6176,-28048,-32643,31169,-32120,0,0,0
2894.91,0,2902,-105,1144,-7514,-1958,-27250,-32618,31319,-32083,0,0,0
2894.93,0,1738,-857,2085,-6643,823,-28536,-32582,31456,-32062,0,0,0
2894.94,0,2011,-1734,3495,-12745,-3283,-32352,-32549,31605,-32054,0,0,0
2894.96,0,226,-1163,2728,-17827,-3374,-32267,-32554,31802,-32043,0,0,0
2894.97,0,396,-4484,3262,-24184,-4793,-31237,-32600,32045,-32045,0,0,0
2894.99,0,1212,-5835,3342,-27482,-3651,-29951,-32686,32325,-32075,0,0,0
2895,0,1875,-6340,3923,-27238,-1526,-28143,32735,32607,-32149,0,0,0
2895.03,0,2365,-5707,4232,-23130,2306,-23558,32611,-32679,-32255,0,0,0
2895.03,0,3619,-4110,5290,-15863,6474,-19026,32505,-32490,-32374,0,0,0
2895.05,0,138,-2988,7572,-1292,10101,-7819,32439,-32379,-32461,0,0,0
2895.06,0,2352,-1517,3541,-1514,11493,-1048,32441,-32350,-32484,0,0,0
2895.08,0,2257,-2005,3456,-3401,10977,2506,32493,-32340,-32504,0,0,0
2895.09,0,1400,-1276,4057,-3020,9662,4959,32571,-32328,-32533,0,0,0
2895.11,0,662,-500,4336,-4122,6225,6552,32651,-32317,-32564,0,0,0
2895.12,0,850,-625,4500,-5144,1463,7819,32723,-32304,-32599,0,0,0
2895.14,0,1270,-1318,3792,-4907,-2232,8885,-32754,-32295,-32635,0,0,0
2895.15,0,932,-1731,3430,-3546,-3631,9831,-32710,-32290,-32658,0,0,0
2895.17,0,680,-1873,3386,-1583,-4263,10763,-32666,-32297,-32672,0,0,0
2895.18,0,623,-2247,3410,590,-4473,11282,-32619,-32319,-32670,0,0,0
2895.2,0,600,-2290,3233,2733,-4088,11725,-32572,-32358,-32653,0,0,0
2895.21,0,513,-2212,3277,3824,-3660,11698,-32522,-32410,-32625,0,0,0
2895.23,0,815,-1566,3761,4068,-3939,10140,-32476,-32472,-32593,0,0,0
2895.24,0,454,-2538,3166,3438,-4156,8492,-32442,-32535,-32558,0,0,0
2895.26,0,197,-2829,3522,2661,-4520,8735,-32420,-32585,-32525,0,0,0
2895.27,0,614,-2691,3667,3986,-4236,8824,-32401,-32637,-32495,0,0,0
2895.29,0,340,-2837,3546,4810,-2863,8568,-32384,-32695,-32465,0,0,0
2895.3,0,941,-3128,3984,6125,-398,9206,-32361,-32761,-32432,0,0,0
2895.32,0,1741,-2620,3428,6319,4164,8671,-32325,32697,-32405,0,0,0
2895.33,0,180,-2091,2987,7484,5144,8476,-32267,32618,-32399,0,0,0
2895.35,0,-359,-1884,3106,7932,4403,8939,-32210,32528,-32395,0,0,0
2895.36,0,-416,-1154,3149,8366,2583,8597,-32156,32436,-32392,0,0,0
2895.38,0,-670,-953,3302,7658,-43,8097,-32118,32339,-32385,0,0,0
2895.39,0,-627,-635,3763,6025,-2291,7036,-32102,32246,-32368,0,0,0
2895.41,0,-479,-498,3849,3394,-4102,6169,-32102,32171,-32345,0,0,0
2895.42,0,197,-1264,3945,1413,-5516,6085,-32117,32116,-32318,0,0,0
2895.44,0,356,-1802,3862,511,-6296,6902,-32145,32073,-32290,0,0,0
2895.45,0,495,-2072,3774,489,-7338,8523,-32180,32032,-32260,0,0,0
2895.47,0,572,-1797,4150,1575,-6922,9439,-32221,31988,-32226,0,0,0
2895.48,0,917,1309,5779,2743,-1053,3846,-32259,31935,-32196,0,0,0
2895.5,0,-577,-345,5024,2000,2053,2465,-32268,31896,-32187,0,0,0
2895.51,0,-1017,-1120,3072,3531,-2795,2844,-32258,31867,-32192,0,0,0
2895.53,0,-908,-754,4454,2986,-3202,3359,-32271,31828,-32183,0,0,0
2895.56,0,-380,-326,4032,2498,-5313,3974,-32295,31794,-32168,0,0,0
2895.56,0,368,-478,4300,1495,-5634,4974,-32332,31759,-32147,0,0,0
2895.59,0,-42,-778,4336,1027,-5241,5894,-32372,31727,-32126,0,0,0
2895.59,0,101,-302,4490,1796,-5082,6601,-32413,31695,-32107,0,0,0
2895.62,0,742,248,4465,1475,-4114,5755,-32454,31659,-32092,0,0,0
2895.62,0,899,151,4648,668,-1816,4082,-32489,31628,-32079,0,0,0
2895.65,0,1420,-1426,4080,565,-1099,4250,-32507,31607,-32074,0,0,0
2895.65,0,1069,402,3731,2008,2103,1648,-32514,31590,-32072,0,0,0
2895.68,0,922,-220,4062,2483,3735,3635,-32500,31569,-32078,0,0,0
2895.68,0,400,206,3745,1844,3129,2664,-32475,31538,-32094,0,0,0
2895.71,0,583,339,4466,661,2857,2515,-32454,31515,-32107,0,0,0
2895.71,0,-227,-292,4026,165,2093,3326,-32438,31500,-32117,0,0,0
2895.74,0,-363,-805,4121,-309,1730,4354,-32426,31486,-32125,0,0,0
2895.74,0,-21,-104,4351,-1120,1468,6330,-32420,31472,-32129,0,0,0
2895.77,0,1103,937,4488,-2934,978,8290,-32419,31457,-32133,0,0,0
2895.77,0,1008,1370,4375,-3786,-719,12212,-32425,31449,-32131,0,0,0
2895.8,0,1169,689,4626,-4368,-2306,17543,-32453,31435,-32123,0,0,0
2895.8,0,589,261,3219,-3243,-3897,22326,-32501,31409,-32105,0,0,0
2895.83,0,-2051,-1427,4528,556,-5738,29211,-32572,31360,-32086,0,0,0
2895.83,0,-5279,-2488,3469,11716,-5455,32584,-32678,31270,-32074,0,0,0
2895.86,0,-4150,-2975,8929,24910,1576,32764,32729,31109,-32091,0,0,0
2895.86,0,-3714,-3221,5562,28303,3955,32764,32604,30869,-32179,0,0,0
2895.89,0,1685,-3453,1200,16888,4445,31181,32456,30660,-32302,0,0,0
2895.89,0,1725,-7127,2119,-1158,2797,19601,32308,30559,-32386,0,0,0
2895.92,0,6765,-1558,1820,3605,-2290,11858,32209,30566,-32391,0,0,0
2895.92,0,7996,748,-4167,3110,-911,6770,32132,30557,-32409,0,0,0
2895.95,0,5550,2269,-2898,-3986,6889,1424,32095,30554,-32422,0,0,0
2895.95,0,-1221,3,6014,-6379,7108,-2397,32125,30574,-32398,0,0,0
2895.98,0,-3660,-362,10200,-6068,-712,-6040,32177,30607,-32358,0,0,0
2895.98,0,-2612,1007,10066,-4283,812,-6508,32211,30637,-32327,0,0,0
2896.01,0,-2430,1938,8368,-2155,1080,-4740,32251,30659,-32301,0,0,0
2896.01,0,-2224,1622,6288,-429,1313,-3231,32280,30671,-32289,0,0,0
2896.04,0,-1441,692,4984,1075,1338,-3895,32306,30674,-32285,0,0,0
2896.04,0,-823,-1028,4193,2990,390,-7193,32334,30667,-32290,0,0,0
2896.07,0,-396,84,3990,5852,-2435,-12332,32372,30646,-32307,0,0,0
2896.07,0,295,1360,2512,6939,-4279,-13999,32420,30611,-32338,0,0,0
2896.1,0,354,98,1796,3450,-5019,-16520,32473,30579,-32371,0,0,0
2896.1,0,242,-1124,2183,270,-4863,-20629,32535,30569,-32384,0,0,0
2896.13,0,-595,-1447,2825,-2471,-3856,-23129,32620,30591,-32384,0,0,0
2896.13,0,-659,-1322,3118,-4408,-4088,-25427,32722,30639,-32366,0,0,0
2896.16,0,-1626,-340,3663,-3890,-5076,-26980,-32708,30718,-32338,0,0,0
2896.17,0,-2030,267,3748,-3307,-7871,-26994,-32615,30809,-32308,0,0,0
2896.19,0,-2024,1681,4162,-4523,-8250,-25494,-32548,30910,-32276,0,0,0
2896.2,0,-1751,2383,4826,-6589,-5932,-21748,-32505,31021,-32239,0,0,0
2896.22,0,-2506,2518,5489,-6527,-4549,-18360,-32474,31138,-32201,0,0,0
2896.23,0,280,3010,4752,-3599,-4117,-13641,-32457,31244,-32172,0,0,0
2896.25,0,2123,3051,4435,-3797,-1351,-8443,-32451,31323,-32148,0,0,0
2896.26,0,1976,1582,4093,-3641,616,-2918,-32443,31381,-32139,0,0,0
2896.28,0,1658,-1342,4472,-2447,713,291,-32433,31417,-32135,0,0,0
2896.29,0,944,-870,3751,-3557,-63,2537,-32428,31437,-32131,0,0,0
2896.31,0,835,651,2796,-8587,293,6908,-32434,31458,-32126,0,0,0
2896.32,0,1077,-391,3318,-10768,-1667,11458,-32444,31497,-32116,0,0,0
2896.34,0,-897,-1984,5861,-6660,-4001,17877,-32472,31535,-32095,0,0,0
2896.35,0,-477,-793,5135,442,-5936,27851,-32524,31521,-32074,0,0,0
2896.37,0,-730,-1763,5095,-3851,-2323,32764,-32607,31444,-32055,0,0,0
2896.38,0,-6267,-911,5149,14294,-8148,32764,-32703,31363,-32041,0,0,0
2896.4,0,-3133,-10784,5828,22441,5685,32764,32690,31175,-32058,0,0,0
2896.41,0,-242,-8626,1558,9511,7708,12141,32592,30958,-32129,0,0,0
2896.43,0,11164,8484,-3227,1791,14791,11375,32565,30860,-32178,0,0,0
2896.44,0,6943,7425,4072,-544,19561,13471,32587,30830,-32202,0,0,0
2896.46,0,3140,1740,10002,1684,12312,12821,32657,30814,-32226,0,0,0
2896.47,0,272,3271,3345,3414,10362,16230,32688,30778,-32249,0,0,0
2896.49,0,-8004,-5217,1579,1231,6881,13121,32678,30734,-32278,0,0,0
2896.5,0,-5190,-5906,743,-3360,4872,4663,32662,30709,-32289,0,0,0
2896.52,0,-2263,-680,3122,-4610,2428,2963,32666,30723,-32282,0,0,0
2896.53,0,-2833,-566,3695,-2997,-338,1858,32667,30749,-32264,0,0,0
2896.55,0,-1698,-217,4767,497,-1550,626,32659,30766,-32251,0,0,0
2896.56,0,-942,902,3850,3306,-1518,442,32644,30758,-32251,0,0,0
2896.58,0,-606,792,3258,3095,-1891,-519,32631,30738,-32261,0,0,0
2896.59,0,-829,626,2748,1241,-1239,-1482,32621,30718,-32274,0,0,0
2896.61,0,-831,698,2346,818,-234,-1486,32622,30712,-32278,0,0,0
2896.62,0,-1091,470,2860,1298,-174,-2221,32629,30713,-32283,0,0,0
2896.64,0,-2186,-129,3744,408,-3005,-4282,32637,30708,-32287,0,0,0
2896.65,0,-2225,-364,4018,398,-3290,-7120,32643,30711,-32283,0,0,0
2896.67,0,-883,-150,4520,165,-2824,-6940,32658,30716,-32280,0,0,0
2896.68,0,-1176,-146,4246,1425,-3261,-6803,32676,30727,-32279,0,0,0
2896.7,0,-764,158,4385,1841,-2901,-6689,32688,30729,-32280,0,0,0
2896.71,0,-258,106,4562,3389,-2373,-7478,32701,30728,-32287,0,0,0
2896.73,0,-1891,424,4200,5760,-2508,-7517,32725,30717,-32298,0,0,0
2896.74,0,-947,-497,3837,7505,-5503,-7169,32742,30696,-32320,0,0,0
2896.76,0,-310,353,3289,3629,-5494,-8792,32748,30664,-32348,0,0,0
2896.77,0,156,-10,3889,-532,-4301,-10266,32761,30660,-32356,0,0,0
2896.79,0,-1484,-232,4479,-726,-3330,-10286,-32749,30681,-32346,0,0,0
2896.82,0,-716,494,4196,-1184,-2709,-10230,-32717,30708,-32336,0,0,0
2896.82,0,-710,599,4461,-1445,-2058,-9986,-32684,30739,-32325,0,0,0
2896.85,0,-667,319,4956,-235,-1712,-9637,-32648,30772,-32312,0,0,0
2896.85,0,-396,1028,4697,1150,-881,-8417,-32615,30799,-32309,0,0,0
2896.88,0,-224,587,4758,1196,-623,-7580,-32583,30817,-32313,0,0,0
2896.88,0,-1372,-44,4662,578,267,-4725,-32555,30832,-32315,0,0,0
2896.91,0,-655,-334,4684,1740,-194,-3745,-32528,30844,-32321,0,0,0
2896.91,0,-558,314,4632,3112,-157,-2296,-32516,30843,-32326,0,0,0
2896.94,0,-189,375,3906,3327,-667,-2004,-32505,30831,-32340,0,0,0
2896.94,0,94,-114,4196,3311,-496,-2724,-32498,30819,-32352,0,0,0
