Program Time [s],Connection ID,Time High,Time Low,Low-g Accelerometer X,Low-g Accelerometer Y,Low-g Accelerometer Z,Roll,Pitch,Yaw,Magnetometer X,Magnetometer Y,Magnetometer Z,High-g Accelerometer X,High-g Accelerometer Y,High-g Accelerometer Z
3693.13,0,57,-7822,231,-541,-3992,43,-61,8,32074,28717,-32735,-2,-1,0
3693.13,0,57,-7807,230,-544,-4004,33,-25,-3,32073,28714,-32734,-3,-1,0
3693.16,0,57,-7792,227,-539,-3992,43,-48,8,32075,28716,-32736,-1,-7,0
3693.16,0,57,-7777,236,-537,-3988,15,-31,3,32076,28718,-32732,-1,-10,0
3693.19,0,57,-7761,234,-542,-3996,61,-54,-2,32073,28717,-32734,-1,-5,0
3693.19,0,57,-7747,226,-541,-3995,31,-49,1,32073,28716,-32734,-3,-3,0
3693.22,0,57,-7731,228,-537,-4003,46,-49,-2,32074,28718,-32732,-2,-5,0
3693.22,0,57,-7716,234,-547,-3992,40,-34,4,32075,28715,-32732,-9,-4,0
3693.25,0,57,-7701,235,-543,-4003,16,-17,5,32073,28720,-32731,-3,-3,0
3693.25,0,57,-7685,231,-532,-3994,31,-36,-8,32073,28717,-32733,-5,-4,0
3693.28,0,57,-7671,230,-541,-3996,48,-44,-7,32073,28715,-32734,-4,-6,0
3693.29,0,57,-7656,233,-542,-3994,35,-34,-8,32074,28714,-32734,-1,-7,0
3693.31,0,57,-7640,234,-540,-3999,44,-19,10,32074,28716,-32733,-7,-5,0
3693.32,0,57,-7625,236,-538,-3992,17,-15,5,32074,28718,-32730,-4,1,0
3693.34,0,57,-7610,239,-538,-3988,44,-63,-13,32075,28714,-32738,-3,-3,0
3693.35,0,57,-7594,235,-542,-4004,40,-42,-3,32075,28715,-32733,-1,-6,0
3693.37,0,57,-7580,231,-544,-3988,46,-36,-1,32074,28717,-32731,-2,-4,0
3693.38,0,57,-7564,235,-534,-4015,52,-45,-10,32073,28716,-32733,-3,-3,0
3693.4,0,57,-7549,227,-545,-3985,36,-30,9,32071,28715,-32732,-2,-7,0
3693.41,0,57,-7534,235,-543,-3990,50,-51,3,32073,28717,-32734,-5,-4,0
3693.43,0,57,-7519,231,-538,-4004,4,-45,13,32075,28716,-32732,-1,-3,0
3693.44,0,57,-7504,228,-542,-3990,52,-16,1,32074,28719,-32729,-5,-5,0
3693.46,0,57,-7488,235,-537,-3995,40,-39,1,32075,28715,-32734,-1,-5,0
3693.47,0,57,-7473,232,-542,-4003,32,-40,9,32075,28713,-32734,-5,-4,0
3693.49,0,57,-7458,232,-540,-4008,35,-38,13,32073,28715,-32736,-2,-5,0
3693.5,0,57,-7443,230,-541,-3994,16,-51,-9,32075,28717,-32735,-6,-5,0
3693.52,0,57,-7427,229,-537,-4005,41,-51,3,32074,28719,-32731,-1,-1,0
3693.53,0,57,-7413,233,-538,-3992,44,-31,2,32075,28717,-32734,-2,-5,0
3693.55,0,57,-7397,233,-542,-4001,29,-33,1,32073,28717,-32734,-2,-3,0
3693.56,0,57,-7382,236,-542,-3990,44,-52,-6,32073,28717,-32734,-1,-1,0
3693.58,0,57,-7367,235,-546,-3997,43,-49,12,32075,28715,-32732,-4,-6,0
3693.59,0,57,-7352,236,-536,-3994,28,-44,3,32072,28715,-32733,-3,-5,0
3693.61,0,57,-7337,207,-497,-4008,63,-56,24,32073,28716,-32735,-4,-6,0
3693.62,0,57,-7321,207,-558,-3973,77,51,5,32074,28717,-32732,-2,-1,0
3693.64,0,57,-7306,282,-554,-3944,65,-56,10,32075,28718,-32731,-4,-2,0
3693.65,0,57,-7291,221,-534,-4029,-23,-85,-6,32074,28715,-32733,-1,-7,0
3693.67,0,57,-7276,219,-534,-3998,79,-53,19,32075,28714,-32734,-2,-3,0
3693.68,0,57,-7260,244,-547,-3988,58,-36,7,32076,28716,-32731,-3,-4,0
3693.7,0,57,-7246,230,-542,-4038,0,-25,-1,32075,28716,-32733,-3,-2,0
3693.71,0,57,-7230,237,-528,-3957,71,1,8,32075,28717,-32731,-5,-1,0
3693.73,0,57,-7215,243,-551,-3985,14,-77,3,32076,28718,-32731,-3,-1,0
3693.74,0,57,-7200,218,-530,-4041,24,-44,9,32073,28716,-32732,-1,-2,0
3693.76,0,57,-7185,224,-542,-3978,65,2,14,32074,28716,-32732,-2,-7,0
3693.77,0,57,-7170,246,-546,-3992,53,-68,8,32074,28714,-32734,-5,-1,0
3693.79,0,57,-7154,223,-533,-4007,-2,-62,3,32076,28714,-32733,-3,-3,0
3693.8,0,57,-7139,231,-533,-3967,74,-30,0,32075,28715,-32732,-2,-6,0
3693.82,0,57,-7124,244,-547,-4003,58,-62,-4,32075,28718,-32733,-3,-4,0
3693.83,0,57,-7109,239,-544,-4018,9,-6,6,32074,28715,-32733,-1,-11,0
3693.85,0,57,-7093,240,-533,-3972,41,-55,15,32075,28716,-32735,-2,-7,0
3693.86,0,57,-7079,230,-544,-4005,74,-67,4,32076,28716,-32732,-3,-5,0
3693.88,0,57,-7063,223,-536,-4002,19,-23,-4,32073,28716,-32733,-6,-5,0
3693.89,0,57,-7048,232,-535,-4000,31,-22,-5,32075,28716,-32733,-2,-5,0
3693.91,0,57,-7033,233,-546,-3996,75,-43,-5,32073,28717,-32735,-2,-5,0
3693.94,0,57,-7017,233,-547,-4002,27,-56,-2,32074,28718,-32732,-5,-7,0
3693.94,0,57,-7003,227,-532,-3995,35,-43,-4,32074,28717,-32732,-3,-4,0
3693.97,0,57,-6987,229,-538,-3983,82,-23,8,32074,28716,-32734,-2,-2,0
3693.97,0,57,-6972,241,-548,-4010,46,-49,-13,32073,28715,-32734,-6,-7,0
3694,0,57,-6957,239,-543,-3993,41,-50,7,32074,28717,-32734,-5,-3,0
3694,0,57,-6942,233,-542,-3989,32,-43,2,32075,28718,-32735,-3,-4,0
3694.03,0,57,-6926,235,-542,-4001,45,-51,7,32073,28719,-32731,-5,-1,0
3694.03,0,57,-6912,233,-546,-3990,53,-27,9,32075,28716,-32734,-4,-2,0
3694.06,0,57,-6896,230,-534,-4005,25,-21,2,32074,28716,-32733,-5,-1,0
3694.06,0,57,-6881,238,-538,-3997,62,-66,16,32073,28719,-32733,-3,-5,0
3694.09,0,57,-6866,226,-545,-3996,16,-35,-1,32074,28716,-32732,-3,-3,0
3694.09,0,57,-6850,230,-537,-4005,38,-34,-15,32074,28716,-32734,-2,-4,0
3694.12,0,57,-6836,237,-542,-3987,56,-27,18,32075,28716,-32736,-1,-2,0
3694.12,0,57,-6820,232,-535,-4009,25,-41,11,32072,28715,-32733,-3,-4,0
3694.15,0,57,-6805,232,-540,-3998,58,-37,2,32071,28718,-32734,-1,-6,0
3694.15,0,57,-6790,236,-538,-3992,16,-45,-5,32073,28715,-32734,-5,-5,0
3694.18,0,57,-6775,241,-541,-3988,45,-34,1,32075,28714,-32736,-2,-5,0
3694.18,0,57,-6759,233,-533,-3987,63,-36,6,32074,28715,-32733,-5,-4,0
3694.21,0,57,-6745,232,-536,-3995,18,-12,-3,32074,28715,-32737,-5,-5,0
3694.21,0,57,-6729,225,-545,-3997,24,-49,-4,32074,28719,-32734,-5,-3,0
3694.24,0,57,-6713,235,-543,-3992,33,-38,-2,32074,28714,-32737,-3,-1,0
3694.25,0,57,-6699,228,-543,-3987,43,-45,2,32072,28718,-32731,-5,-5,0
3694.27,0,57,-6683,235,-538,-3992,45,-49,-1,32074,28717,-32734,-2,-3,0
3694.27,0,57,-6669,232,-537,-4002,46,-31,17,32073,28716,-32734,-2,-7,0
3694.3,0,57,-6653,230,-542,-4005,51,-34,-9,32073,28713,-32734,-5,-6,0
3694.3,0,57,-6638,232,-543,-3988,40,-33,5,32073,28716,-32732,-7,-3,0
3694.33,0,57,-6623,231,-538,-3998,44,-68,-11,32074,28716,-32733,-3,-6,0
3694.33,0,57,-6608,229,-535,-4001,17,-43,12,32074,28715,-32734,-3,-1,0
3694.36,0,57,-6592,235,-539,-3994,12,-29,0,32074,28715,-32736,-5,-5,0
3694.36,0,57,-6578,234,-541,-4005,41,-44,-16,32074,28716,-32733,-5,1,0
3694.39,0,57,-6562,229,-542,-3986,18,-35,2,32076,28715,-32732,-2,-6,0
3694.39,0,57,-6547,234,-540,-4000,33,-23,0,32074,28716,-32732,-2,-5,0
3694.42,0,57,-6532,236,-544,-3990,44,-24,10,32074,28718,-32734,-5,-10,0
3694.42,0,57,-6516,234,-547,-3992,33,-50,-13,32075,28721,-32730,-1,-5,0
3694.45,0,57,-6502,236,-543,-4000,51,-38,8,32074,28717,-32737,-6,-6,0
3694.45,0,57,-6486,236,-539,-3999,20,-34,6,32074,28716,-32733,-6,-3,0
3694.48,0,57,-6471,230,-538,-3993,18,-28,3,32073,28715,-32734,-2,-1,0
3694.48,0,57,-6456,235,-537,-3996,36,-34,13,32073,28714,-32735,-4,-5,0
3694.51,0,57,-6440,234,-539,-4004,23,-39,-6,32076,28716,-32734,-3,-2,0
3694.51,0,57,-6425,235,-545,-3996,55,-41,14,32073,28718,-32733,-5,-4,0
3694.54,0,57,-6411,234,-544,-4000,36,-25,19,32075,28716,-32731,-1,-5,0
3694.55,0,57,-6395,233,-544,-4001,13,-40,-3,32073,28715,-32731,-1,-3,0
3694.57,0,57,-6380,232,-539,-3994,51,-50,8,32074,28717,-32733,-7,-1,0
3694.58,0,57,-6365,238,-539,-3997,43,-36,12,32074,28717,-32733,-2,-5,0
3694.6,0,57,-6349,234,-538,-4002,29,-32,3,32074,28717,-32732,3,-4,0
3694.61,0,57,-6335,237,-544,-4002,56,-41,-9,32072,28715,-32732,-3,-4,0
3694.63,0,57,-6319,236,-539,-3993,29,-30,14,32072,28715,-32733,-6,-2,0
3694.64,0,57,-6304,237,-540,-3992,33,-44,-7,32074,28719,-32731,-1,-4,0
3694.66,0,57,-6289,232,-537,-3989,55,-30,4,32074,28715,-32734,-2,-3,0
3694.67,0,57,-6274,231,-542,-4001,39,-41,-6,32074,28716,-32735,-5,-16,0
3694.69,0,57,-6258,230,-543,-4002,28,-34,9,32072,28716,-32734,-3,-1,0
3694.7,0,57,-6244,232,-541,-3990,31,-30,18,32073,28716,-32731,-1,-3,0
3694.72,0,57,-6228,238,-543,-4009,60,-39,4,32073,28720,-32729,-3,-1,0
3694.73,0,57,-6213,239,-543,-3987,39,-37,-11,32074,28716,-32733,-5,-1,0
3694.75,0,57,-6198,238,-537,-4010,19,-47,0,32074,28718,-32731,-5,-2,0
3694.76,0,57,-6182,233,-537,-3995,40,-51,1,32073,28717,-32732,-3,-7,0
3694.78,0,57,-6168,240,-541,-3991,18,-20,-17,32073,28716,-32731,-5,-1,0
3694.79,0,57,-6152,238,-541,-4004,46,-40,4,32073,28716,-32734,-4,-2,0
3694.81,0,57,-6137,240,-540,-3984,53,-33,2,32073,28715,-32732,-3,-3,0
3694.82,0,57,-6122,231,-540,-4001,37,-59,7,32074,28716,-32733,-2,-1,0
3694.84,0,57,-6107,229,-547,-3997,38,-33,-1,32074,28718,-32732,-4,-3,0
3694.85,0,57,-6091,235,-545,-3997,36,-29,3,32074,28715,-32736,-2,-6,0
3694.87,0,57,-6077,240,-541,-3993,14,-36,10,32076,28715,-32734,-1,-1,0
3694.88,0,57,-6061,231,-540,-3994,51,-51,3,32074,28715,-32735,-1,-5,0
3694.9,0,57,-6046,238,-544,-3992,51,-45,1,32073,28716,-32731,-5,-5,0
3694.91,0,57,-6031,234,-547,-4011,60,-31,-12,32072,28719,-32731,-4,-4,0
3694.93,0,57,-6015,234,-542,-3998,46,-31,-5,32072,28718,-32731,-5,-5,0
3694.94,0,57,-6001,237,-537,-3998,43,-49,-15,32073,28719,-32732,-2,-2,0
3694.96,0,57,-5985,222,-538,-3998,40,-43,-1,32072,28715,-32733,-3,-6,0
3694.97,0,57,-5970,225,-541,-3988,38,-31,8,32074,28717,-32733,-3,-3,0
3694.99,0,57,-5955,230,-537,-4008,35,-30,-3,32074,28714,-32733,-1,-1,0
3695,0,57,-5940,236,-536,-3987,65,-27,-4,32073,28715,-32735,-3,-1,0
3695.02,0,57,-5924,231,-542,-3999,33,-49,-7,32073,28718,-32731,-2,-5,0
3695.03,0,57,-5910,226,-544,-4000,39,-48,-2,32074,28715,-32733,-5,-5,0
3695.05,0,57,-5894,231,-539,-3999,37,-32,-2,32074,28716,-32734,-2,-4,0
3695.06,0,57,-5879,232,-541,-4004,47,-51,11,32075,28718,-32730,-2,-5,0
3695.08,0,57,-5864,235,-539,-3986,41,-46,10,32073,28718,-32734,-6,-6,0
3695.09,0,57,-5848,237,-541,-4002,43,-49,-3,32074,28716,-32733,-3,-3,0
3695.11,0,57,-5834,228,-541,-4004,29,-33,4,32072,28718,-32734,-3,1,0
3695.12,0,57,-5818,230,-536,-3982,54,-28,-12,32073,28719,-32729,-3,-2,0
3695.14,0,57,-5803,237,-538,-4018,36,-30,7,32072,28715,-32732,-4,-8,0
3695.17,0,57,-5788,233,-545,-3990,41,-25,2,32073,28716,-32731,-5,-5,0
3695.17,0,57,-5773,234,-540,-3993,10,-48,-7,32073,28715,-32733,-5,-6,0
3695.2,0,57,-5757,230,-541,-4004,67,-43,10,32073,28716,-32731,-4,-4,0
3695.2,0,57,-5742,232,-542,-3986,46,-29,-9,32073,28715,-32734,-3,-3,0
3695.23,0,57,-5727,231,-543,-4009,30,-40,5,32073,28717,-32729,-4,-2,0
3695.23,0,57,-5712,229,-543,-3978,45,-38,-5,32072,28716,-32732,-5,-3,0
3695.26,0,57,-5697,238,-547,-3994,49,-39,-6,32073,28717,-32734,-2,-3,0
3695.26,0,57,-5681,233,-543,-4000,39,-46,-23,32072,28716,-32731,-2,-6,0
3695.29,0,57,-5667,225,-537,-3992,26,-34,14,32072,28716,-32734,-1,-7,0
3695.29,0,57,-5651,239,-539,-4010,28,-49,7,32072,28717,-32734,-9,-4,0
3695.32,0,57,-5636,234,-542,-3989,26,-46,11,32072,28716,-32734,-5,-1,0
3695.32,0,57,-5621,238,-538,-3993,25,-39,-2,32071,28716,-32731,-6,-3,0
3695.35,0,57,-5606,235,-539,-4002,57,-37,4,32073,28718,-32734,-2,-5,0
3695.35,0,57,-5590,230,-530,-4002,20,-33,8,32075,28715,-32734,-6,-5,0
3695.38,0,57,-5575,235,-538,-4007,52,-48,-4,32072,28713,-32735,-1,-5,0
3695.38,0,57,-5560,233,-551,-3989,56,-44,2,32074,28717,-32734,-1,-2,0
3695.41,0,57,-5545,230,-537,-3986,32,-32,16,32073,28714,-32734,-3,-6,0
3695.41,0,57,-5530,237,-538,-3998,52,-40,-4,32072,28717,-32731,-3,-3,0
3695.44,0,57,-5514,231,-541,-3992,56,-48,16,32074,28715,-32734,-1,-2,0
3695.44,0,57,-5500,230,-548,-4009,36,-26,2,32072,28718,-32732,-2,-4,0
3695.47,0,57,-5484,233,-543,-3996,47,-35,1,32072,28715,-32735,-5,-5,0
3695.47,0,57,-5469,232,-534,-3975,50,-40,5,32073,28716,-32731,-2,-5,0
3695.5,0,57,-5454,225,-525,-4010,38,-52,12,32073,28715,-32737,-5,-3,0
3695.5,0,57,-5439,246,-572,-4107,128,-23,3,32073,28715,-32732,-4,-3,0
3695.53,0,57,-5423,273,-566,-3932,52,35,6,32073,28717,-32734,-2,-7,0
3695.53,0,57,-5408,220,-539,-3970,-9,-110,-2,32072,28715,-32733,-5,-4,0
3695.56,0,57,-5393,236,-492,-4041,34,-38,8,32073,28714,-32733,-3,-5,0
3695.56,0,57,-5378,236,-568,-3955,55,-6,0,32074,28715,-32731,-4,-3,0
3695.59,0,57,-5363,236,-546,-4051,37,-62,-3,32074,28716,-32734,-3,-7,0
3695.59,0,57,-5347,226,-535,-3981,40,4,-7,32073,28716,-32731,-3,-5,0
3695.62,0,57,-5333,259,-538,-3957,57,-79,6,32074,28717,-32737,-2,-5,0
3695.62,0,57,-5317,230,-532,-4031,-15,-68,-12,32072,28718,-32730,-5,-5,0
3695.65,0,57,-5302,214,-540,-3988,54,9,7,32073,28714,-32732,-1,-6,0
3695.65,0,57,-5287,253,-540,-3996,79,-40,7,32073,28715,-32732,-2,-3,0
3695.68,0,57,-5271,227,-552,-4011,0,-67,13,32073,28716,-32734,-1,-3,0
3695.68,0,57,-5256,230,-527,-3987,42,-28,-3,32075,28714,-32733,-1,-1,0
3695.72,0,57,-5241,232,-541,-3989,63,-32,4,32074,28717,-32734,-4,-4,0
3695.72,0,57,-5226,233,-543,-4007,26,-39,-9,32073,28718,-32729,-3,-1,0
3695.74,0,57,-5211,233,-535,-3996,40,-42,-3,32074,28715,-32734,-4,-3,0
3695.74,0,57,-5196,229,-540,-3985,45,-57,-2,32072,28717,-32732,-1,1,0
3695.77,0,57,-5180,224,-544,-4018,7,-23,3,32074,28719,-32733,-2,-4,0
3695.78,0,57,-5166,232,-532,-3997,43,-15,-4,32074,28718,-32733,-3,-7,0
3695.8,0,57,-5150,241,-536,-3982,25,-38,0,32071,28717,-32734,-2,-7,0
3695.81,0,57,-5135,237,-544,-4017,32,-40,9,32074,28716,-32735,-2,-1,0
3695.83,0,57,-5120,228,-538,-3992,37,-52,11,32072,28716,-32734,-6,-5,0
3695.84,0,57,-5104,230,-536,-3991,33,-15,-3,32073,28716,-32735,-5,-1,0
3695.86,0,57,-5089,242,-544,-3998,38,-34,5,32073,28715,-32732,-3,-3,0
3695.87,0,57,-5074,234,-541,-3986,31,-32,8,32074,28715,-32732,-2,-5,0
3695.89,0,57,-5059,234,-541,-4013,25,-25,13,32074,28717,-32733,-2,-3,0
3695.9,0,57,-5044,236,-541,-3996,49,-35,-14,32074,28716,-32734,-3,-1,0
3695.92,0,57,-5029,240,-537,-3986,37,-40,1,32072,28717,-32733,-1,-7,0
3695.93,0,57,-5013,233,-536,-4008,40,-42,8,32071,28717,-32733,-3,-3,0
3695.95,0,57,-4999,229,-536,-3994,32,-51,-8,32071,28717,-32730,-4,3,0
3695.96,0,57,-4983,209,-508,-4003,3,-59,-11,32071,28716,-32733,-1,-4,0
3695.98,0,57,-4968,229,-543,-4013,96,22,19,32072,28715,-32733,-1,-7,0
3695.99,0,57,-4953,270,-560,-3952,33,-21,3,32074,28716,-32731,-3,-2,0
3696.01,0,57,-4937,221,-542,-4021,-12,-78,12,32073,28718,-32733,-3,-7,0
3696.02,0,57,-4922,231,-519,-4001,78,-48,15,32073,28715,-32734,-5,-6,0
3696.04,0,57,-4907,243,-554,-3986,43,-22,-7,32072,28714,-32731,-1,-1,0
3696.05,0,57,-4892,232,-544,-4028,-1,-33,-12,32075,28716,-32733,-3,-3,0
3696.07,0,57,-4877,235,-527,-3958,20,-11,7,32071,28715,-32733,-3,-8,0
3696.08,0,57,-4862,244,-546,-4001,31,-84,3,32072,28718,-32734,-5,-1,0
3696.1,0,57,-4846,222,-534,-4021,20,-48,9,32074,28716,-32734,-3,-4,0
3696.11,0,57,-4832,226,-547,-3980,61,3,2,32073,28715,-32731,-1,-5,0
3696.13,0,57,-4816,257,-543,-3984,65,-47,-10,32073,28715,-32734,-2,-5,0
3696.14,0,57,-4801,227,-542,-3999,16,-67,12,32073,28717,-32733,-2,-5,0
3696.16,0,57,-4786,227,-529,-4000,80,-43,4,32072,28717,-32731,-2,-5,0
3696.17,0,57,-4770,234,-544,-4004,46,-34,-4,32074,28715,-32733,-4,-3,0
3696.19,0,57,-4755,236,-545,-4005,27,-41,1,32071,28717,-32734,-1,-9,0
3696.2,0,57,-4740,237,-530,-3972,32,-44,-6,32073,28717,-32734,-2,-8,0
3696.22,0,57,-4725,227,-542,-3990,49,-69,-4,32072,28719,-32730,-2,-6,0
3696.23,0,57,-4710,227,-543,-4026,23,-7,-4,32074,28717,-32732,-1,-1,0
3696.25,0,57,-4695,238,-547,-3997,54,-17,0,32074,28713,-32736,-3,-2,0
3696.26,0,57,-4679,240,-549,-3980,33,-53,14,32071,28718,-32730,-3,-5,0
3696.28,0,57,-4665,229,-539,-3992,34,-69,4,32075,28716,-32733,-4,-5,0
3696.29,0,57,-4649,228,-532,-3983,36,-27,9,32073,28718,-32733,-3,-8,0
3696.31,0,57,-4633,233,-549,-4009,31,-21,5,32071,28716,-32733,-3,-1,0
3696.32,0,57,-4619,239,-547,-3999,46,-35,1,32074,28716,-32733,-5,-5,0
3696.34,0,57,-4603,237,-537,-3996,19,-50,-6,32073,28716,-32731,-1,-5,0
3696.35,0,57,-4588,235,-541,-3994,16,-42,-2,32074,28716,-32735,-5,-7,0
3696.37,0,57,-4573,231,-539,-3986,35,-13,6,32075,28715,-32732,-6,-5,0
3696.38,0,57,-4558,237,-534,-4012,29,-35,2,32074,28717,-32733,-2,-5,0
3696.4,0,57,-4543,230,-544,-4005,51,-39,-9,32073,28716,-32733,-1,-2,0
3696.43,0,57,-4528,245,-544,-4001,54,-40,-15,32074,28719,-32732,-2,-4,0
3696.43,0,57,-4512,243,-539,-3991,50,-32,17,32075,28714,-32735,-1,-5,0
3696.46,0,57,-4497,238,-534,-3988,23,-18,5,32073,28715,-32734,-4,-1,0
3696.46,0,57,-4482,236,-540,-3993,4,-43,13,32075,28717,-32734,-5,-3,0
3696.49,0,57,-4466,233,-542,-4016,25,-60,-8,32073,28717,-32734,-3,-5,0
3696.49,0,57,-4452,236,-541,-3995,34,-17,0,32073,28713,-32733,-3,10,0
3696.52,0,57,-4436,237,-540,-3998,30,-42,3,32074,28715,-32734,-1,-4,0
3696.53,0,57,-4422,234,-541,-3994,43,-35,4,32075,28716,-32732,-5,-11,0
3696.55,0,57,-4406,239,-543,-3993,41,-49,10,32074,28716,-32735,-5,-5,0
3696.55,0,57,-4391,237,-548,-4003,31,-50,-5,32074,28716,-32733,-7,-5,0
3696.58,0,57,-4376,230,-533,-3987,19,-28,3,32074,28715,-32734,-6,-2,0
3696.58,0,57,-4361,230,-537,-4003,63,-50,6,32074,28717,-32732,-6,1,0
3696.61,0,57,-4345,225,-544,-3988,45,-31,2,32073,28713,-32734,-1,-4,0
3696.62,0,57,-4331,229,-540,-3984,18,-33,4,32074,28718,-32731,-3,-1,0
3696.64,0,57,-4315,235,-538,-4008,46,-51,5,32074,28715,-32736,-2,-3,0
3696.64,0,57,-4299,238,-546,-3997,51,-28,14,32074,28718,-32732,-2,-12,0
3696.67,0,57,-4285,241,-544,-3999,22,-37,0,32073,28716,-32735,-4,-3,0
3696.67,0,57,-4269,233,-539,-4007,44,-41,10,32072,28715,-32734,-5,-1,0
3696.7,0,57,-4255,234,-528,-3983,44,-15,10,32074,28713,-32736,-4,-3,0
3696.7,0,57,-4239,229,-537,-4006,34,-66,5,32074,28714,-32733,-1,-7,0
3696.73,0,57,-4224,235,-542,-3989,57,-46,20,32073,28714,-32734,-1,-1,0
3696.73,0,57,-4209,237,-537,-4009,27,-34,-1,32075,28717,-32733,-5,-5,0
3696.76,0,57,-4194,239,-535,-3999,44,-45,1,32071,28715,-32735,-3,-3,0
3696.76,0,57,-4178,232,-545,-3988,57,-34,-9,32073,28717,-32732,-5,-3,0
3696.79,0,57,-4164,232,-539,-4017,45,-35,8,32072,28715,-32733,-3,-5,0
3696.79,0,57,-4148,232,-543,-3981,32,-32,-3,32073,28716,-32732,-1,-4,0
3696.82,0,57,-4132,242,-537,-4005,58,-30,4,32073,28716,-32735,-3,-4,0
3696.82,0,57,-4118,228,-549,-4000,60,-51,3,32074,28716,-32733,-5,-2,0
3696.85,0,57,-4102,229,-539,-3993,47,-32,2,32073,28717,-32734,-3,-2,0
3696.85,0,57,-4088,233,-537,-4000,48,-50,-4,32073,28717,-32732,-4,-2,0
3696.88,0,57,-4072,230,-546,-3982,55,-31,-6,32074,28715,-32735,-1,-4,0
3696.88,0,57,-4057,241,-537,-3993,47,-34,8,32074,28714,-32734,-2,-3,0
3696.91,0,57,-4042,230,-547,-4005,59,-45,-6,32075,28716,-32735,-5,-1,0
3696.91,0,57,-4027,239,-536,-4004,19,-33,4,32074,28716,-32731,-3,-8,0
3696.94,0,57,-4011,234,-541,-4005,48,-42,2,32073,28716,-32730,-2,-5,0
3696.94,0,57,-3996,230,-535,-3989,38,-60,-18,32073,28717,-32734,-3,-6,0
3696.97,0,57,-3981,233,-538,-3999,44,-46,-10,32073,28715,-32734,-6,-5,0
3696.97,0,57,-3965,238,-543,-3995,43,-41,-3,32073,28717,-32732,-1,-4,0
3697,0,57,-3951,243,-536,-3993,46,-46,-2,32074,28715,-32734,-2,-3,0
3697,0,57,-3935,232,-540,-4009,36,-29,4,32073,28718,-32733,-4,-5,0
3697.03,0,57,-3921,229,-538,-3996,25,-33,6,32075,28716,-32732,-2,-3,0
3697.04,0,57,-3905,234,-542,-3988,20,-51,-4,32073,28716,-32732,-5,-7,0
3697.06,0,57,-3890,236,-546,-3999,57,-48,9,32075,28716,-32736,-3,-7,0
3697.07,0,57,-3875,236,-539,-3992,42,-37,2,32073,28716,-32736,-2,-5,0
3697.09,0,57,-3860,236,-542,-3999,29,-44,3,32072,28717,-32732,-3,-1,0
3697.1,0,57,-3844,232,-544,-3999,43,-53,2,32072,28716,-32731,-3,-3,0
3697.12,0,57,-3829,238,-543,-3983,42,-20,15,32073,28718,-32730,-5,-3,0
3697.13,0,57,-3814,236,-538,-4006,39,-39,6,32075,28716,-32734,-3,-1,0
3697.15,0,57,-3798,230,-540,-3991,52,-43,28,32073,28719,-32734,-5,-6,0
3697.16,0,57,-3784,236,-541,-4001,47,-41,-6,32072,28717,-32731,-4,-6,0
3697.18,0,57,-3768,231,-538,-4013,33,-39,2,32073,28716,-32733,-3,-1,0
3697.19,0,57,-3754,236,-537,-3983,44,-42,3,32072,28715,-32734,-3,-8,0
3697.21,0,57,-3738,237,-538,-4002,38,-41,7,32074,28717,-32733,-2,-6,0
3697.22,0,57,-3723,230,-535,-3984,61,-48,10,32073,28716,-32731,-3,-2,0
3697.24,0,57,-3708,236,-543,-4003,12,-28,5,32072,28715,-32732,-6,-5,0
3697.25,0,57,-3693,237,-538,-4001,44,-21,3,32074,28715,-32733,-4,-5,0
3697.27,0,57,-3677,234,-546,-3992,31,-45,-4,32073,28714,-32734,-2,-5,0
3697.28,0,57,-3662,236,-543,-4003,39,-37,2,32074,28718,-32733,-3,-5,0
3697.3,0,57,-3647,236,-537,-3982,15,-22,4,32072,28717,-32731,-5,-3,0
3697.31,0,57,-3631,233,-543,-4013,36,-44,1,32075,28717,-32731,-1,-2,0
3697.33,0,57,-3617,236,-541,-3989,30,-43,-4,32074,28716,-32733,-5,-5,0
3697.34,0,57,-3601,236,-540,-4005,49,-50,2,32074,28716,-32733,-7,-2,0
3697.36,0,57,-3587,241,-534,-4001,31,-39,6,32072,28719,-32731,-2,-7,0
3697.37,0,57,-3571,233,-539,-3981,29,-49,-5,32072,28716,-32732,-5,-3,0
3697.39,0,57,-3556,233,-541,-4008,31,-32,-4,32074,28715,-32734,-5,-3,0
3697.4,0,57,-3541,234,-543,-3986,46,-30,4,32073,28715,-32732,-6,-3,0
3697.42,0,57,-3526,238,-539,-4002,38,-24,-3,32074,28716,-32731,14,-2,0
3697.43,0,57,-3510,239,-538,-3980,34,-48,18,32072,28715,-32735,-5,-3,0
3697.45,0,57,-3495,235,-543,-3997,43,-37,10,32073,28716,-32734,2,-3,0
3697.46,0,57,-3480,232,-539,-4003,30,-32,16,32073,28716,-32734,-1,-5,0
3697.48,0,57,-3464,229,-545,-3992,42,-35,15,32074,28717,-32731,-6,-4,0
3697.49,0,57,-3450,236,-536,-4003,52,-36,7,32073,28718,-32731,-2,-1,0
3697.51,0,57,-3434,232,-544,-3988,33,-55,-9,32074,28719,-32733,-3,-1,0
3697.52,0,57,-3420,236,-542,-3994,38,-45,-2,32073,28715,-32732,-3,-5,0
3697.54,0,57,-3404,234,-538,-4000,29,-12,-2,32072,28715,-32731,-3,-3,0
3697.55,0,57,-3389,233,-544,-3998,48,-44,12,32072,28718,-32731,-3,-3,0
