Program Time [s],Connection ID,Time High,Time Low,Low-g Accelerometer X,Low-g Accelerometer Y,Low-g Accelerometer Z,Roll,Pitch,Yaw,Magnetometer X,Magnetometer Y,Magnetometer Z,High-g Accelerometer X,High-g Accelerometer Y,High-g Accelerometer Z
3660.34,0,57,24933,242,-542,-3992,29,-49,9,32163,28687,32761,-1,-5,0
3660.37,0,57,24948,239,-546,-4014,22,-29,0,32163,28688,32762,-1,-3,0
3660.37,0,57,24963,250,-542,-3982,35,-17,13,32163,28686,32762,-2,-2,0
3660.4,0,57,24979,240,-546,-4002,57,-58,-1,32162,28689,32761,-4,-5,0
3660.4,0,57,24993,244,-550,-3990,47,-31,7,32163,28688,32760,-4,-9,0
3660.43,0,57,25008,238,-549,-4002,23,-25,3,32163,28689,32764,-6,-3,0
3660.43,0,57,25024,245,-541,-4004,38,-27,-3,32163,28687,32761,-2,-2,0
3660.46,0,57,25039,240,-544,-3987,42,-31,-5,32162,28688,32762,-4,-5,0
3660.46,0,57,25054,246,-544,-3997,39,-59,-1,32162,28689,32761,-3,-3,0
3660.49,0,57,25070,244,-540,-4001,11,-29,0,32162,28689,32763,-4,-5,0
3660.49,0,57,25084,248,-543,-3991,55,-32,-8,32163,28687,32759,-1,-5,0
3660.52,0,57,25100,248,-540,-3988,36,-44,-13,32160,28687,32762,-6,-4,0
3660.52,0,57,25114,241,-542,-4013,41,-22,5,32162,28687,32763,-3,-4,0
3660.55,0,57,25130,246,-547,-3985,44,-48,0,32161,28689,32762,-3,-5,0
3660.55,0,57,25145,242,-538,-3998,33,-48,4,32162,28689,32763,-1,-9,0
3660.58,0,57,25160,241,-543,-4000,42,-50,-6,32160,28687,32760,-2,-4,0
3660.58,0,57,25175,244,-548,-3989,41,-25,13,32162,28689,32762,-1,-5,0
3660.61,0,57,25191,245,-538,-4005,6,-30,-1,32162,28687,32762,-3,-7,0
3660.61,0,57,25206,243,-546,-3979,47,-41,21,32162,28690,32764,-4,-5,0
3660.64,0,57,25221,245,-550,-3987,32,-52,4,32163,28688,32762,-3,-2,0
3660.64,0,57,25237,239,-539,-4005,21,-42,4,32160,28692,32765,-2,-3,0
3660.67,0,57,25251,242,-554,-3981,77,-34,8,32162,28686,32761,-5,-7,0
3660.67,0,57,25267,251,-536,-4004,19,-44,2,32162,28688,32760,-2,-3,0
3660.7,0,57,25281,236,-544,-4030,44,-50,20,32163,28686,32759,1,-6,0
3660.7,0,57,25297,246,-542,-3976,66,-27,-3,32162,28689,32759,-3,-5,0
3660.73,0,57,25312,246,-548,-4008,28,-41,14,32162,28689,32760,-1,-4,0
3660.73,0,57,25327,235,-537,-3992,47,-35,-11,32162,28687,32763,-4,-3,0
3660.76,0,57,25342,246,-549,-3976,56,-27,21,32162,28687,32761,-1,-7,0
3660.76,0,57,25358,247,-546,-4004,39,-42,4,32163,28687,32762,-2,-5,0
3660.79,0,57,25373,247,-545,-3994,44,-32,-1,32161,28689,32760,-3,-3,0
3660.79,0,57,25388,240,-545,-3982,54,-45,10,32162,28687,32761,-3,-4,0
3660.82,0,57,25404,242,-546,-3984,14,-49,18,32161,28689,32759,-2,-2,0
3660.82,0,57,25418,240,-541,-4031,58,-32,-1,32163,28688,32761,-2,-8,0
3660.85,0,57,25434,249,-539,-3993,78,-42,10,32162,28690,32764,-5,-3,0
3660.85,0,57,25448,243,-542,-4013,54,-68,6,32162,28689,32760,-1,-6,0
3660.88,0,57,25464,241,-539,-3996,41,-46,0,32162,28686,32763,-5,-1,0
3660.88,0,57,25479,247,-546,-3971,69,-46,11,32163,28688,32762,-3,-4,0
3660.91,0,57,25494,240,-545,-4017,32,-53,4,32161,28688,32762,-7,-1,0
3660.92,0,57,25510,243,-540,-3984,33,-33,-5,32162,28692,32765,-5,-3,0
3660.94,0,57,25525,252,-552,-4017,69,-25,18,32163,28686,32761,-2,-1,0
3660.94,0,57,25540,242,-550,-3993,0,-28,1,32160,28689,32764,-2,-3,0
3660.97,0,57,25555,245,-536,-3970,47,-52,-6,32162,28690,32763,-1,-5,0
3660.98,0,57,25571,246,-544,-4014,63,-43,16,32161,28688,32761,-3,-6,0
3661,0,57,25585,243,-546,-3998,41,-26,4,32161,28688,32763,-3,-5,0
3661.01,0,57,25601,247,-545,-4001,35,-30,4,32161,28688,32764,-3,-7,0
3661.03,0,57,25615,247,-544,-3979,29,-46,-6,32160,28687,32761,-4,-2,0
3661.04,0,57,25631,243,-542,-3984,42,-45,8,32162,28691,32763,-3,-9,0
3661.06,0,57,25646,240,-548,-3999,61,-43,9,32163,28685,32761,-4,-5,0
3661.07,0,57,25661,240,-541,-4000,41,-28,-7,32162,28688,32760,-2,-4,0
3661.09,0,57,25677,251,-547,-4001,42,-42,-3,32162,28688,32762,-1,-5,0
3661.1,0,57,25692,240,-550,-3983,35,-36,6,32162,28688,32762,-3,-4,0
3661.12,0,57,25707,242,-545,-3993,17,-53,-11,32161,28688,32763,-2,-7,0
3661.13,0,57,25722,242,-548,-3986,29,-25,1,32161,28689,32761,-1,-3,0
3661.15,0,57,25738,244,-546,-3996,40,-29,5,32162,28690,32763,-4,-3,0
3661.16,0,57,25752,249,-547,-4005,29,-48,-1,32163,28689,32761,-1,-5,0
3661.18,0,57,25768,240,-551,-3988,22,-29,6,32162,28686,32761,-3,-2,0
3661.19,0,57,25782,242,-538,-3988,36,-43,-1,32162,28686,32759,-2,-6,0
3661.22,0,57,25798,244,-538,-3995,63,-73,-5,32162,28685,32761,-3,-4,0
3661.22,0,57,25813,231,-566,-3984,67,-42,-7,32163,28688,32762,-1,-4,0
3661.24,0,57,25828,242,-515,-4028,33,-38,-8,32164,28688,32761,-1,-7,0
3661.25,0,57,25844,228,-552,-4027,50,-40,8,32163,28686,32762,-1,-2,0
3661.27,0,57,25859,259,-534,-3926,33,0,17,32162,28689,32761,-1,-5,0
3661.28,0,57,25874,253,-538,-4080,9,-78,9,32161,28689,32760,-3,-5,0
3661.3,0,57,25889,220,-564,-3960,74,-11,3,32161,28687,32761,-3,-9,0
3661.31,0,57,25905,263,-551,-3966,47,-69,14,32164,28689,32761,-5,-4,0
3661.33,0,57,25919,232,-547,-4075,-11,-51,-8,32160,28691,32764,-1,-5,0
3661.34,0,57,25935,247,-534,-3904,51,1,8,32163,28687,32761,-3,-3,0
3661.36,0,57,25949,258,-554,-4035,52,-96,15,32164,28690,32762,-4,-9,0
3661.37,0,57,25965,230,-537,-3997,43,-47,-1,32162,28687,32760,-2,-5,0
3661.39,0,57,25980,248,-551,-3988,56,-7,-5,32164,28688,32760,-3,-8,0
3661.4,0,57,25995,248,-545,-4008,11,-66,-4,32162,28687,32762,-4,-2,0
3661.42,0,57,26011,232,-539,-3961,37,-21,-4,32163,28690,32764,-4,-2,0
3661.43,0,57,26026,258,-538,-4031,73,-37,8,32164,28687,32763,-2,-4,0
3661.45,0,57,26041,247,-553,-3981,35,-40,2,32163,28687,32763,-5,-1,0
3661.46,0,57,26056,244,-537,-4019,32,-35,25,32160,28688,32763,-2,-3,0
3661.48,0,57,26072,251,-544,-3975,58,-47,-5,32161,28689,32764,-4,-5,0
3661.49,0,57,26086,236,-544,-3986,36,-20,12,32162,28689,32762,-3,-5,0
3661.51,0,57,26102,245,-536,-4023,30,-28,-8,32161,28688,32762,-5,-1,0
3661.52,0,57,26116,247,-545,-3962,50,-21,3,32161,28690,32765,-4,-3,0
3661.54,0,57,26132,242,-545,-4026,34,-19,2,32163,28687,32762,-3,-1,0
3661.55,0,57,26147,239,-543,-3971,49,-47,3,32162,28687,32762,-5,10,0
3661.57,0,57,26162,240,-544,-3999,36,-33,2,32163,28688,32761,-1,-1,0
3661.58,0,57,26178,246,-549,-4010,41,-10,-1,32162,28687,32763,-4,-5,0
3661.6,0,57,26193,243,-544,-3984,24,-27,7,32160,28689,32760,-2,-6,0
3661.63,0,57,26208,243,-544,-3998,52,-45,7,32163,28688,32765,-6,2,0
3661.63,0,57,26223,246,-548,-3999,51,-34,18,32163,28687,32760,-5,-5,0
3661.66,0,57,26239,242,-543,-3985,25,-39,5,32162,28689,32764,-3,4,0
3661.66,0,57,26253,240,-539,-3998,55,-44,5,32160,28686,32762,-1,-5,0
3661.69,0,57,26269,240,-548,-4000,40,-41,-1,32163,28690,32761,-1,-1,0
3661.69,0,57,26283,244,-544,-3985,13,-18,0,32161,28687,32759,-2,-4,0
3661.72,0,57,26299,246,-540,-4009,24,-51,16,32161,28686,32760,-2,-3,0
3661.72,0,57,26315,240,-546,-3986,49,-31,-7,32163,28688,32762,-3,-1,0
3661.75,0,57,26329,244,-540,-4005,34,-58,-8,32163,28685,32759,-4,-2,0
3661.75,0,57,26345,237,-544,-4002,25,-29,-2,32163,28687,32761,-4,-5,0
3661.79,0,57,26360,253,-550,-3977,52,-37,9,32162,28686,32759,-3,-5,0
3661.81,0,57,26375,244,-546,-4020,35,-31,-8,32163,28689,32763,-1,-5,0
3661.81,0,57,26390,243,-543,-3981,35,-23,13,32163,28687,32761,-6,-4,0
3661.81,0,57,26406,248,-551,-3992,54,-64,1,32162,28690,32763,-5,-5,0
3661.84,0,57,26420,242,-544,-4008,21,-34,0,32160,28687,32759,1,0,0
3661.84,0,57,26436,244,-545,-3985,46,-42,-4,32163,28690,32761,-1,-1,0
3661.87,0,57,26450,244,-545,-4013,45,-47,1,32163,28686,32759,-7,-7,0
3661.87,0,57,26466,237,-544,-3987,26,-46,-5,32162,28687,32763,-5,-4,0
3661.9,0,57,26482,244,-548,-3998,30,-35,0,32163,28686,32759,-3,-9,0
3661.9,0,57,26496,243,-544,-4001,32,-28,4,32163,28690,32759,-4,-2,0
3661.93,0,57,26512,240,-542,-3993,46,-32,12,32162,28690,32762,-5,-2,0
3661.93,0,57,26527,247,-543,-4010,48,-42,15,32163,28685,32761,-2,-3,0
3661.96,0,57,26542,247,-551,-3993,19,-39,-7,32162,28689,32762,-5,-5,0
3661.96,0,57,26557,244,-542,-3996,37,-39,0,32162,28687,32764,-2,-6,0
3661.99,0,57,26573,246,-544,-3993,46,-35,3,32160,28686,32760,-5,-5,0
3661.99,0,57,26587,244,-544,-3997,30,-44,1,32161,28689,32762,-2,-3,0
3662.02,0,57,26603,246,-545,-4004,13,-42,-8,32162,28688,32762,-5,-5,0
3662.02,0,57,26617,246,-551,-3991,37,-32,10,32163,28688,32763,-6,-10,0
3662.05,0,57,26633,245,-543,-4002,16,-15,-10,32161,28687,32761,-2,-4,0
3662.05,0,57,26649,245,-544,-3985,44,-55,-12,32162,28688,32761,-5,-6,0
3662.08,0,57,26663,244,-545,-4008,30,-24,-9,32163,28687,32761,-2,-5,0
3662.11,0,57,26679,249,-550,-3990,49,-44,10,32163,28685,32761,-2,-6,0
3662.11,0,57,26694,248,-548,-4002,25,-30,8,32163,28689,32759,-4,-4,0
3662.11,0,57,26709,246,-546,-3984,63,-51,-2,32162,28690,32763,-6,1,0
3662.14,0,57,26724,244,-539,-3995,11,-26,-8,32163,28685,32758,-3,-5,0
3662.15,0,57,26739,248,-540,-4010,62,-25,9,32162,28689,32765,-2,1,0
3662.17,0,57,26754,245,-549,-3982,50,-45,9,32162,28689,32764,-3,-6,0
3662.17,0,57,26770,250,-536,-4012,28,-43,13,32162,28688,32763,-1,-3,0
3662.2,0,57,26785,236,-550,-3991,56,-15,-5,32162,28687,32760,-5,-6,0
3662.2,0,57,26800,249,-537,-3982,39,-29,2,32161,28687,32762,-3,-1,0
3662.23,0,57,26816,237,-540,-4024,24,-37,2,32162,28688,32764,-5,-1,0
3662.26,0,57,26830,236,-547,-3984,62,-39,0,32163,28690,32763,-3,-3,0
3662.26,0,57,26846,245,-541,-4001,31,-47,21,32164,28687,32760,-1,-6,0
3662.27,0,57,26861,240,-537,-4004,34,-41,4,32163,28688,32762,-3,-5,0
3662.29,0,57,26876,249,-547,-3968,45,-22,3,32163,28686,32761,-3,-8,0
3662.3,0,57,26891,243,-551,-4022,43,-36,19,32163,28688,32761,-5,-1,0
3662.32,0,57,26906,238,-538,-3979,43,-47,5,32161,28689,32762,-5,-5,0
3662.33,0,57,26921,248,-543,-4000,71,-52,1,32162,28685,32762,-5,-3,0
3662.35,0,57,26937,231,-543,-3997,50,-36,-22,32161,28687,32765,-1,-5,0
3662.36,0,57,26952,248,-535,-3984,20,-35,-3,32161,28686,32763,-5,-4,0
3662.38,0,57,26967,242,-544,-4012,46,-9,-22,32160,28688,32761,-3,-3,0
3662.39,0,57,26983,240,-544,-3984,52,-59,-7,32163,28688,32760,-3,-3,0
3662.41,0,57,26997,251,-544,-4017,39,-53,-5,32161,28687,32764,3,-2,0
3662.42,0,57,27013,238,-548,-4005,49,-41,-1,32163,28690,32767,-3,1,0
3662.44,0,57,27028,245,-545,-3976,13,-27,6,32162,28686,32762,-3,-9,0
3662.45,0,57,27043,240,-545,-4015,45,-61,-2,32162,28685,32758,-1,-4,0
3662.47,0,57,27058,235,-544,-3975,41,-27,9,32163,28687,32761,-1,0,0
3662.48,0,57,27073,250,-547,-3993,32,-41,11,32162,28689,32764,-2,-4,0
3662.5,0,57,27088,238,-547,-4009,23,-34,11,32162,28690,32761,-2,-5,0
3662.51,0,57,27104,255,-541,-3983,50,-31,15,32162,28688,32762,-1,-5,0
3662.53,0,57,27119,253,-547,-4013,6,-59,0,32162,28687,32762,-2,-2,0
3662.54,0,57,27134,238,-546,-3992,47,-12,8,32161,28688,32765,-3,-3,0
3662.56,0,57,27150,246,-548,-3987,45,-31,7,32162,28687,32764,-5,-6,0
3662.57,0,57,27164,239,-541,-4004,62,-27,4,32161,28688,32763,-4,-5,0
3662.59,0,57,27180,247,-542,-3992,11,-29,4,32162,28687,32762,-5,-2,0
3662.6,0,57,27195,244,-545,-3998,33,-30,7,32162,28688,32762,-4,-5,0
3662.62,0,57,27210,242,-545,-4000,34,-43,-9,32162,28688,32760,-4,-2,0
3662.63,0,57,27225,241,-545,-3991,33,-42,-1,32162,28688,32760,-3,-4,0
3662.65,0,57,27240,247,-542,-4000,49,-38,-10,32161,28688,32761,-7,-7,0
3662.66,0,57,27255,241,-544,-3994,24,-24,-1,32161,28688,32766,-6,-2,0
3662.68,0,57,27271,244,-538,-3998,33,-34,7,32161,28687,32762,-3,-4,0
3662.69,0,57,27286,241,-539,-3999,50,-38,14,32159,28688,32764,-5,-5,0
3662.71,0,57,27301,247,-547,-4000,25,-45,10,32162,28689,32761,-5,-4,0
3662.72,0,57,27317,247,-545,-3999,38,-32,9,32161,28687,32762,-5,0,0
3662.74,0,57,27331,237,-537,-3989,34,-43,4,32161,28688,32759,-1,-4,0
3662.75,0,57,27347,248,-541,-3996,49,-50,2,32162,28687,32760,-1,-1,0
3662.77,0,57,27362,245,-543,-3990,48,-44,8,32162,28686,32763,-4,-5,0
3662.78,0,57,27377,242,-544,-3995,18,-58,-4,32163,28686,32763,-1,-6,0
3662.8,0,57,27392,243,-546,-3992,33,-40,-17,32161,28688,32763,12,-6,0
3662.81,0,57,27407,250,-543,-3987,52,-28,-8,32163,28687,32763,-2,-2,0
3662.83,0,57,27423,241,-542,-4002,48,-25,19,32163,28688,32762,-5,-3,0
3662.86,0,57,27438,235,-553,-3997,58,-33,-2,32162,28687,32761,-1,-3,0
3662.86,0,57,27453,246,-547,-4001,38,-41,7,32162,28687,32762,-3,-7,0
3662.89,0,57,27468,240,-543,-3997,42,-55,-12,32160,28689,32761,-2,-1,0
3662.89,0,57,27484,247,-540,-3987,65,-47,15,32161,28688,32760,-3,-4,0
3662.92,0,57,27498,243,-548,-3994,26,-37,0,32162,28687,32763,-6,-3,0
3662.92,0,57,27514,245,-543,-3996,53,-36,9,32163,28686,32761,-3,-2,0
3662.95,0,57,27529,246,-543,-4002,36,-29,18,32162,28686,32760,-1,-5,0
3662.95,0,57,27544,244,-543,-4003,36,-34,3,32161,28686,32762,-1,-3,0
3662.98,0,57,27559,246,-539,-4001,24,-34,-1,32161,28687,32761,-2,-4,0
3662.98,0,57,27574,251,-542,-3988,34,-56,0,32162,28688,32760,-5,-7,0
3663.02,0,57,27590,243,-546,-4006,59,-41,9,32161,28687,32760,-2,-2,0
3663.02,0,57,27605,245,-542,-3985,28,-49,4,32163,28688,32763,-2,-5,0
3663.04,0,57,27620,246,-546,-4004,58,-32,5,32161,28688,32763,-4,-4,0
3663.04,0,57,27635,244,-552,-3991,47,-45,5,32162,28689,32763,-6,-5,0
3663.07,0,57,27651,249,-545,-3986,32,-26,6,32161,28688,32760,-5,-6,0
3663.08,0,57,27665,246,-539,-4006,52,-39,-20,32162,28685,32759,-4,-7,0
3663.1,0,57,27681,244,-542,-3986,41,-27,17,32161,28687,32761,-1,-6,0
3663.1,0,57,27696,246,-551,-3996,50,-35,-5,32162,28687,32763,-4,-1,0
3663.13,0,57,27711,240,-542,-4000,46,-38,6,32161,28690,32761,-5,-9,0
3663.13,0,57,27726,246,-541,-3982,28,-35,15,32162,28685,32762,-2,-6,0
3663.16,0,57,27741,245,-541,-4007,37,-35,-7,32163,28686,32759,-3,-4,0
3663.16,0,57,27757,245,-545,-4001,34,-43,-13,32163,28688,32763,-1,-2,0
3663.19,0,57,27772,245,-554,-3989,32,-29,18,32162,28688,32760,-3,-5,0
3663.19,0,57,27787,245,-542,-4001,38,-34,-1,32161,28688,32762,-1,-3,0
3663.22,0,57,27802,242,-538,-3988,54,-43,1,32162,28688,32762,-3,-1,0
3663.22,0,57,27818,244,-547,-3996,54,-54,2,32163,28688,32762,-4,-2,0
3663.25,0,57,27832,242,-544,-3997,41,-35,-9,32162,28689,32761,-4,-1,0
3663.25,0,57,27848,246,-544,-4011,54,-32,3,32162,28688,32760,-1,-2,0
3663.28,0,57,27863,250,-543,-3977,46,-38,-5,32161,28687,32760,-9,-1,0
3663.28,0,57,27878,246,-544,-4009,50,-57,15,32163,28689,32761,-1,-5,0
3663.31,0,57,27893,248,-544,-3998,45,-19,1,32162,28687,32761,-3,-2,0
3663.31,0,57,27908,251,-549,-4000,40,-34,-2,32162,28692,32763,-1,-1,0
3663.34,0,57,27924,244,-542,-3999,26,-45,13,32162,28688,32760,-3,-5,0
3663.34,0,57,27939,247,-542,-3983,44,-66,-6,32161,28689,32763,-1,-6,0
3663.37,0,57,27954,250,-543,-4000,7,-31,17,32162,28690,32763,-2,-2,0
3663.37,0,57,27969,244,-548,-4004,39,-26,4,32162,28689,32760,-2,-5,0
3663.4,0,57,27985,242,-536,-3984,39,-44,6,32162,28687,32760,-3,-5,0
3663.4,0,57,27999,243,-540,-4006,41,-47,-15,32161,28688,32762,-2,-6,0
3663.43,0,57,28015,244,-544,-3996,28,-38,-10,32162,28690,32762,-3,-6,0
3663.43,0,57,28030,242,-548,-3995,48,-56,5,32162,28690,32764,-4,-4,0
3663.46,0,57,28045,244,-547,-4000,39,-36,5,32162,28686,32761,-4,-5,0
3663.47,0,57,28061,245,-544,-3991,40,-45,8,32160,28688,32763,-4,-7,0
3663.49,0,57,28075,238,-544,-4008,11,-59,13,32161,28688,32762,-4,-4,0
3663.5,0,57,28091,240,-545,-3986,34,-31,3,32161,28689,32761,-1,-3,0
3663.52,0,57,28106,250,-546,-3991,40,-58,-11,32161,28689,32762,-4,-4,0
3663.53,0,57,28121,242,-539,-4006,22,-39,8,32161,28688,32763,-5,-8,0
3663.55,0,57,28136,243,-549,-3989,40,-35,9,32161,28691,32763,-1,-4,0
3663.56,0,57,28152,245,-544,-4014,24,-19,16,32162,28688,32761,-2,-2,0
3663.58,0,57,28166,249,-544,-3992,48,-38,-9,32162,28686,32763,-5,-5,0
3663.59,0,57,28182,250,-545,-3994,40,-53,2,32163,28688,32764,-1,-1,0
3663.61,0,57,28197,245,-546,-4002,53,-37,1,32160,28688,32761,-5,-2,0
3663.62,0,57,28212,243,-543,-3996,51,-45,2,32162,28690,32761,-5,-3,0
3663.64,0,57,28227,242,-548,-3997,33,-33,1,32161,28687,32762,-4,-3,0
3663.65,0,57,28242,249,-544,-3996,55,-38,-8,32162,28688,32759,-1,-1,0
3663.67,0,57,28258,248,-542,-3998,46,-50,7,32162,28688,32763,-1,-2,0
3663.68,0,57,28273,243,-540,-3995,20,-19,-1,32161,28688,32762,-5,-9,0
3663.7,0,57,28288,241,-545,-3992,57,-39,-11,32164,28687,32760,-3,-2,0
3663.71,0,57,28303,245,-545,-3992,10,-33,-6,32163,28688,32763,-4,-2,0
3663.73,0,57,28319,240,-544,-4007,57,-45,7,32160,28688,32760,-2,-2,0
3663.74,0,57,28333,241,-547,-4000,63,-59,0,32160,28691,32764,-4,-3,0
3663.76,0,57,28349,245,-544,-3974,0,-17,12,32162,28688,32761,-3,-3,0
3663.77,0,57,28364,244,-548,-4014,51,-48,-4,32162,28687,32762,-3,-2,0
3663.79,0,57,28379,243,-550,-3989,38,-52,17,32161,28686,32760,-2,-1,0
3663.8,0,57,28395,244,-548,-4005,23,-48,6,32161,28688,32761,-3,-2,0
3663.82,0,57,28409,243,-541,-4010,72,-40,3,32163,28691,32763,-1,-1,0
3663.85,0,57,28425,246,-548,-3978,47,-49,-5,32162,28687,32760,-4,-3,0
3663.85,0,57,28440,249,-546,-4018,38,-56,-9,32163,28687,32759,-4,-1,0
3663.86,0,57,28455,244,-544,-3981,40,2,17,32161,28689,32761,-3,-3,0
3663.88,0,57,28470,246,-546,-3999,48,-48,-13,32161,28689,32762,-2,-3,0
3663.89,0,57,28486,248,-548,-3999,43,-31,-5,32161,28686,32759,-4,-5,0
3663.91,0,57,28500,242,-545,-3990,63,-35,-1,32162,28688,32761,-6,1,0
3663.92,0,57,28516,247,-542,-4011,47,-39,-11,32161,28689,32764,-1,-2,0
3663.94,0,57,28531,248,-545,-3984,60,-48,5,32162,28689,32762,-1,-9,0
3663.95,0,57,28546,243,-542,-4002,40,-46,6,32162,28688,32762,-1,-2,0
3663.97,0,57,28562,240,-549,-3990,32,-52,9,32161,28687,32759,-4,2,0
3663.98,0,57,28576,242,-546,-4004,34,-32,22,32162,28686,32764,-1,15,0
3664,0,57,28592,248,-544,-3986,34,-38,3,32161,28687,32762,-6,-5,0
3664.01,0,57,28607,241,-537,-4003,49,-52,10,32161,28687,32761,-2,-1,0
3664.03,0,57,28622,242,-546,-3997,26,-22,1,32161,28689,32763,-4,-4,0
3664.04,0,57,28637,244,-548,-3988,37,-31,-2,32161,28689,32765,3,-2,0
3664.07,0,57,28653,249,-535,-4011,52,-16,4,32162,28690,32762,-3,-4,0
3664.07,0,57,28667,245,-546,-3983,68,-56,-5,32163,28688,32764,-5,-6,0
3664.09,0,57,28683,248,-541,-3998,31,-52,2,32163,28688,32761,-2,-1,0
3664.12,0,57,28698,244,-540,-3994,20,-31,0,32162,28690,32764,-2,-1,0
3664.12,0,57,28713,241,-543,-3991,60,-52,-3,32163,28686,32763,-4,-5,0
3664.15,0,57,28729,248,-541,-3995,50,-54,-12,32163,28687,32762,-3,-5,0
3664.15,0,57,28743,241,-544,-3991,32,-49,2,32161,28688,32760,-3,-4,0
3664.18,0,57,28759,244,-546,-4000,31,-56,-2,32162,28688,32762,-1,-5,0
3664.18,0,57,28774,243,-550,-3999,38,-51,4,32162,28690,32761,0,-1,0
3664.21,0,57,28789,242,-540,-4000,56,-55,-9,32161,28689,32761,-4,-3,0
3664.21,0,57,28804,239,-541,-3988,50,-29,-3,32163,28687,32762,-6,-5,0
3664.24,0,57,28820,244,-544,-3998,44,-60,-11,32162,28687,32762,-2,-1,0
3664.24,0,57,28834,247,-546,-4005,48,-50,12,32162,28687,32762,-5,-4,0
3664.27,0,57,28850,250,-545,-4004,68,-29,3,32161,28685,32760,-1,-5,0
3664.27,0,57,28865,249,-549,-3983,33,-61,-6,32162,28688,32760,-2,-3,0
3664.3,0,57,28880,242,-543,-3988,13,-56,13,32164,28686,32760,-3,-9,0
3664.3,0,57,28896,246,-540,-4001,53,-40,3,32161,28688,32762,-5,-1,0
3664.33,0,57,28910,245,-551,-3996,57,-62,-9,32162,28687,32761,-3,-9,0
3664.33,0,57,28926,246,-541,-4012,51,-25,-5,32162,28686,32761,-2,-11,0
3664.36,0,57,28941,244,-544,-3993,37,-59,1,32162,28689,32761,-3,-1,0
3664.36,0,57,28956,245,-546,-3991,24,-48,9,32161,28689,32761,-2,-1,0
3664.39,0,57,28971,238,-542,-3988,40,-37,1,32163,28688,32761,-5,-3,0
3664.39,0,57,28987,242,-542,-4005,53,-36,0,32163,28685,32763,-2,-3,0
3664.42,0,57,29001,243,-551,-4005,25,-34,7,32163,28685,32761,-3,-4,0
3664.42,0,57,29017,240,-545,-3988,51,-33,11,32161,28687,32761,-2,-7,0
3664.45,0,57,29032,244,-540,-3994,27,-54,4,32162,28686,32760,-2,-5,0
3664.45,0,57,29047,234,-543,-3993,58,-50,-7,32163,28687,32761,-3,-6,0
3664.48,0,57,29063,239,-543,-4001,47,-46,-11,32163,28687,32761,-4,-1,0
3664.48,0,57,29077,244,-546,-4007,40,-48,-4,32162,28688,32762,-2,-3,0
3664.51,0,57,29093,248,-545,-3990,25,-48,9,32162,28688,32761,-3,-6,0
3664.51,0,57,29108,242,-549,-3990,33,-45,-8,32161,28688,32763,-6,-1,0
3664.54,0,57,29123,244,-550,-3995,41,-33,9,32160,28687,32760,-3,-3,0
3664.54,0,57,29138,245,-547,-4011,48,-46,0,32162,28689,32762,-5,-1,0
3664.57,0,57,29154,242,-538,-3993,44,-16,1,32163,28688,32759,-3,-6,0
3664.57,0,57,29169,248,-546,-3996,49,-49,27,32163,28689,32762,-5,-1,0
3664.6,0,57,29184,248,-546,-4002,30,-45,-1,32162,28686,32760,-5,-9,0
3664.6,0,57,29199,247,-539,-3986,59,-50,10,32162,28686,32761,-3,-7,0
3664.63,0,57,29214,244,-549,-4016,38,-38,14,32162,28689,32759,-3,-2,0
3664.63,0,57,29230,242,-542,-3991,34,-32,2,32161,28689,32759,-4,-4,0
3664.66,0,57,29244,246,-548,-4004,46,-34,10,32163,28688,32762,-3,-10,0
3664.66,0,57,29260,245,-538,-3984,39,-21,6,32161,28687,32761,-2,-4,0
3664.69,0,57,29276,248,-544,-4002,36,-49,-15,32162,28688,32762,-2,-1,0
3664.69,0,57,29290,243,-543,-4002,27,-37,10,32163,28688,32764,-2,-2,0
3664.72,0,57,29305,240,-547,-3980,37,-40,0,32162,28690,32764,-1,-2,0
3664.73,0,57,29321,243,-547,-4017,40,-42,-2,32161,28688,32762,-2,-6,0
3664.75,0,57,29336,235,-542,-3970,28,-27,10,32162,28691,32762,-2,-5,0
3664.76,0,57,29351,237,-542,-4008,51,-55,6,32162,28690,32764,-4,-6,0
3664.78,0,57,29366,247,-545,-4003,32,-35,4,32162,28688,32760,-2,-2,0
3664.79,0,57,29381,250,-546,-3997,42,-22,5,32163,28687,32763,-2,-6,0
3664.81,0,57,29397,241,-542,-4007,56,-47,1,32163,28687,32760,-3,-5,0
3664.82,0,57,29411,239,-545,-3980,31,-9,-2,32162,28690,32765,-1,-5,0
3664.84,0,57,29427,243,-540,-4012,38,-47,-1,32162,28686,32762,-1,-7,0
3664.85,0,57,29442,246,-549,-3989,25,-25,14,32162,28687,32762,-1,-5,0
3664.87,0,57,29457,249,-547,-3994,57,-21,3,32160,28690,32761,-3,-5,0
3664.88,0,57,29472,245,-540,-4007,37,-23,10,32162,28689,32763,-1,-3,0
3664.9,0,57,29488,239,-545,-3989,30,-33,-4,32161,28689,32761,-3,-3,0
3664.91,0,57,29503,241,-550,-3987,46,-59,15,32162,28687,32761,-3,-4,0
3664.93,0,57,29518,244,-546,-3999,25,-34,5,32163,28688,32763,-5,-5,0
3664.94,0,57,29533,243,-545,-3995,57,-48,-2,32162,28690,32765,-4,-2,0
3664.96,0,57,29548,242,-541,-3991,48,-54,6,32161,28686,32761,-1,-6,0
3664.97,0,57,29564,240,-545,-3997,47,-35,5,32162,28687,32760,3,-8,0
